FMTNAME,START,LABEL
DRDIFDCD,27112000,BEEF W/ GRAVY (MIXTURE) (INCLUDE COUNTRY STYLE)
DRDIFDCD,27112010,SALISBURY STEAK W/ GRAVY (MIXTURE)
DRDIFDCD,27113100,BEEF STROGANOFF
DRDIFDCD,27113200,CREAMED CHIPPED OR DRIED BEEF
DRDIFDCD,27114000,BEEF W/ (MUSHROOM) SOUP (MIXTURE)
DRDIFDCD,27115000,BEEF W/ SOY-BASED SAUCE (MIXTURE)
DRDIFDCD,27115100,STEAK TERIYAKI W/ SAUCE (MIXTURE)
DRDIFDCD,27116200,BEEF W/ BARBECUE SAUCE (MIXTURE)
DRDIFDCD,27116300,BEEF W/ SWEET & SOUR SAUCE (MIXTURE)
DRDIFDCD,27116350,"STEWED, SEASONED GROUND BEEF, MEXICAN"
DRDIFDCD,27118120,"STEWED,SEASONED GROUND BEEF,PUERTO RICAN STYLE"
DRDIFDCD,27120020,HAM/PORK W/ GRAVY (MIXTURE)
DRDIFDCD,27120030,HAM/PORK W/ BARBECUE SAUCE
DRDIFDCD,27120060,SWEET & SOUR PORK
DRDIFDCD,27120100,HAM/PORK W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27120110,SAUSAGE W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27120120,SAUSAGE GRAVY
DRDIFDCD,27120130,"MEXICAN STYLE PORK STEW,NO POT,TOM-BASE SCE(MIXTUR"
DRDIFDCD,27120150,PORK OR HAM W/ SOY-BASED SAUCE (MIXTURE)
DRDIFDCD,27120250,FRANKFURTERS/HOT DOGS W/ TOM-BASED SCE (MIXTURE)
DRDIFDCD,27121000,PORK W/ CHILE & TOM (MIXTURE) (PUERCO CON CHILE)
DRDIFDCD,27121010,"STEWED PORK, P.R."
DRDIFDCD,27121410,"CHILI CON CARNE W/ BEANS, MADE W/ PORK"
DRDIFDCD,27130100,LAMB CURRY
DRDIFDCD,27135020,VEAL SCALLOPINI
DRDIFDCD,27135110,VEAL PARMIGIANA
DRDIFDCD,27136100,CHILI CON CARNE W/ VENISON/DEER & BEANS
DRDIFDCD,27141000,CHICKEN CACCIATORE (INCLUDE CHICKEN W/TOMATO SAUCE)
DRDIFDCD,27141030,"SPAGHETTI SAUCE W/ POULTRY, HOMEMADE"
DRDIFDCD,27141050,"STEWED CHICKEN W/ TOMATO SAUCE, MEXICAN STYLE"
DRDIFDCD,27141500,CHILI CON CARNE W/ CHICKEN & BEANS
DRDIFDCD,27142000,CHICKEN W/ GRAVY (MIXTURE)
DRDIFDCD,27142100,CHICKEN FRICASSEE
DRDIFDCD,27142200,TURKEY W/ GRAVY (MIXTURE)
DRDIFDCD,27143000,CHICKEN OR TURKEY W/ CREAM SAUCE (MIXTURE)
DRDIFDCD,27144000,CHICKEN W/ (MUSHROOM) SOUP-BASED SAUCE (MIXTURE)
DRDIFDCD,27145000,CHICKEN TERIYAKI
DRDIFDCD,27146000,CHICKEN W/ BARBECUE SAUCE (MIXTURE)
DRDIFDCD,27146050,CHICKEN WING W/ HOT PEPPER SCE (INCL BUFFALO WING)
DRDIFDCD,27146100,SWEET & SOUR CHICKEN
DRDIFDCD,27146150,CHICKEN CURRY
DRDIFDCD,27146250,CHICKEN CORDON BLEU
DRDIFDCD,27146300,CHICKEN PARMIGIANA
DRDIFDCD,27146350,"LEMON CHICKEN, CHINESE STYLE"
DRDIFDCD,27150010,"FISH W/ CREAM OR WHITE SAUCE, NOT TUNA OR LOBSTER"
DRDIFDCD,27150030,CRAB IMPERIAL (INCLUDE STUFFED CRAB)
DRDIFDCD,27150100,"SHRIMP, CURRIED"
DRDIFDCD,27150140,"CLAM SAUCE, WHITE"
DRDIFDCD,27150160,SHRIMP W/ LOBSTER SAUCE (MIXTURE)
DRDIFDCD,27150190,LOBSTER SAUCE (BROTH-BASED)
DRDIFDCD,27150210,FISH SAUCE (BAGOONG)
DRDIFDCD,27150230,SHRIMP SCAMPI
DRDIFDCD,27150310,FISH W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27150350,SARDINES W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27150410,SHRIMP TERIYAKI
DRDIFDCD,27151030,MARINATED FISH (CEVICHE)
DRDIFDCD,27151050,"SHRIMP IN GARLIC SAUCE, P.R. (CAMARONES AL AJILLO)"
DRDIFDCD,27151070,"STEWED CODFISH, P.R."
DRDIFDCD,27160010,"MEAT W/ BARBECUE SAUCE, NS AS TO TYPE OF MEAT"
DRDIFDCD,27162010,MEAT W/ TOMATO-BASED SAUCE
DRDIFDCD,27162050,"SPAGHETTI SAUCE W/ COMBINATION OF MEATS, HOMEMADE"
DRDIFDCD,27211000,"BEEF & POTATOES, NO SAUCE (MIXTURE)"
DRDIFDCD,27211100,"BEEF STEW W/ POTATOES, TOMATO-BASED SAUCE"
DRDIFDCD,27211110,"MEXICAN BEEF STEW W/POT,TOM SCE (CARNE GUISADA CON)"
DRDIFDCD,27211190,BEEF & POTATOES W/ CREAM OR WHITE SAUCE (MIXTURE)
DRDIFDCD,27211200,"BEEF STEW W/ POTATOES, GRAVY"
DRDIFDCD,27211400,CORNED BEEF HASH
DRDIFDCD,27211500,BEEF & POTATOES W/ CHEESE SAUCE (MIXTURE)
DRDIFDCD,27211550,"STEWED SEASONED GROUND BEEF W/ POTATOES, MEXICAN"
DRDIFDCD,27212000,"BEEF & NOODLES, NO SAUCE"
DRDIFDCD,27212050,BEEF & MACARONI WITH CHEESE SAUCE (MIXTURE)
DRDIFDCD,27212100,BEEF & NOODLES W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27212120,CHILI CON CARNE W/ BEANS & MACARONI
DRDIFDCD,27212200,BEEF & NOODLES W/ GRAVY (MIXTURE)
DRDIFDCD,27212300,BEEF & NOODLES W/ CREAM OR WHITE SAUCE (MIXTURE)
DRDIFDCD,27212350,BEEF STROGANOFF W/ NOODLES
DRDIFDCD,27212400,BEEF & NOODLES W/ (MUSHROOM) SOUP (MIXTURE)
DRDIFDCD,27213000,"BEEF & RICE, NO SAUCE (MIXTURE)"
DRDIFDCD,27213100,BEEF & RICE W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27213120,PORCUPINE BALLS W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27213150,CHILI CON CARNE W/ BEANS & RICE
DRDIFDCD,27213200,BEEF & RICE W/ GRAVY (MIXTURE)
DRDIFDCD,27213500,BEEF & RICE W/ SOY-BASED SAUCE (MIXTURE)
DRDIFDCD,27214100,MEAT LOAF MADE W/ BEEF
DRDIFDCD,27214110,"MEAT LOAF W/ BEEF, W/ TOMATO SAUCE"
DRDIFDCD,27220080,HAM CROQUETTE
DRDIFDCD,27220110,PORK & RICE W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27220120,SAUSAGE & RICE W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27220520,PORK & POTATOES W/ CHEESE SAUCE
DRDIFDCD,27221100,"STEWED PIG'S FEET, P.R. (PATITAS DE CERDO GUISADAS)"
DRDIFDCD,27221150,"MEXICAN STYLE PORK STEW W/POT,TOM-BASE SCE(MIXTURE)"
DRDIFDCD,27232000,LAMB & POTATOES W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27235000,MEAT LOAF MADE W/ VENISON / DEER
DRDIFDCD,27241010,CHICKEN OR TURKEY & POTATOES W/ GRAVY (MIXTURE)
DRDIFDCD,27242000,"CHICKEN OR TURKEY & NOODLES, NO SAUCE (MIXTURE)"
DRDIFDCD,27242200,CHICKEN OR TURKEY & NOODLES W/ GRAVY (MIXTURE)
DRDIFDCD,27242250,CHICKEN OR TURKEY & NOODLES W/ (MUSHROOM) SOUP
DRDIFDCD,27242300,CHICKEN OR TURKEY & NOODLES W/ CREAM OR WHITE SAUCE
DRDIFDCD,27242310,CHICKEN & NOODLES W/ CHEESE SAUCE
DRDIFDCD,27243000,"CHICKEN & RICE, NO SAUCE (MIXTURE)"
DRDIFDCD,27243300,CHICKEN & RICE W/ CREAM SAUCE (MIXTURE)
DRDIFDCD,27243400,CHICKEN & RICE W/ (MUSHROOM) SOUP-BASED SAUCE
DRDIFDCD,27243500,CHICKEN & RICE W/ TOMATO-BASED SAUCE (MIXTURE)
DRDIFDCD,27243600,CHICKEN & RICE W/ SOY-BASED SAUCE (MIXTURE)
DRDIFDCD,27246100,CHICKEN W/ DUMPLINGS (MIXTURE)
DRDIFDCD,27246200,CHICKEN W/ STUFFING (MIXTURE)
DRDIFDCD,27246500,MEAT LOAF MADE W/ CHICKEN OR TURKEY
DRDIFDCD,27250040,CRAB CAKE
DRDIFDCD,27250050,"FISH CAKE OR PATTY, NS AS TO FISH"
DRDIFDCD,27250060,GEFILTE FISH
DRDIFDCD,27250070,SALMON CAKE OR PATTY (INCLUDE SALMON CROQUETTE)
DRDIFDCD,27250080,SALMON LOAF
DRDIFDCD,27250130,SHRIMP & NOODLES W/ CHEESE SAUCE
DRDIFDCD,27250160,TUNA CAKE OR PATTY
DRDIFDCD,27250250,FLOUNDER W/CRAB STUFFING
DRDIFDCD,27250400,SHRIMP CAKE OR PATTY (INCL SHRIMP BURGER OR STICK)
DRDIFDCD,27250410,SHRIMP W/ CRAB STUFFING
DRDIFDCD,27250520,"SEAFOOD, RESTRUCTURED (INCL IMITATION CRABMEAT)"
DRDIFDCD,27250610,TUNA NOODLE CASSEROLE W/ CREAM OR WHITE SAUCE
DRDIFDCD,27250630,TUNA NOODLE CASSEROLE W/ (MUSHROOM) SOUP
DRDIFDCD,27250710,TUNA & RICE W/ (MUSHROOM) SOUP (MIXTURE)
DRDIFDCD,27250830,FISH & RICE W/ (MUSHROOM) SOUP
DRDIFDCD,27260010,"MEATLOAF, NS AS TO TYPE OF MEAT"
DRDIFDCD,27260050,"MEATBALLS, W/ BREADING, W/ GRAVY"
DRDIFDCD,27260080,MEAT LOAF MADE W/ BEEF & PORK
DRDIFDCD,27260090,"MEAT LOAF W/ BEEF, VEAL & PORK"
DRDIFDCD,27260100,"MEAT LOAF W/ BEEF & PORK, W/ TOMATO SAUCE"
DRDIFDCD,27311110,"BEEF, POTATOES, & VEG (W/ CAR/DK GREEN), NO SAUCE"
DRDIFDCD,27311210,"CORNED BEEF, POT & VEG(W/ CAR/DK GREEN), NO SAUCE"
DRDIFDCD,27311220,"CORNED BEEF, POTATO & VEG (NO CAR/DK GRN), NO SAUCE"
DRDIFDCD,27311310,"BEEF STEW W/ POT & VEG(W/ CAR/DK GRN), TOMATO SAUCE"
DRDIFDCD,27311320,"BEEF STEW W/ POT & VEG (NO CAR/DK GREEN), TOM SAUCE"
DRDIFDCD,27311410,"BEEF STEW W/ POT & VEG (W/ CAR, DK GREEN), GRAVY"
DRDIFDCD,27311510,SHEPHERD'S PIE W/ BEEF
DRDIFDCD,27311610,"BEEF, POT, & VEG (INCL CAR/DK GRN), (MUSHROOM) SOUP"
DRDIFDCD,27313010,"BEEF, NOODLES & VEG (W/ CARROTS/DK GREEN), NO SAUCE"
DRDIFDCD,27313020,"BEEF, NOODLES & VEG (NO CARROTS/DK GREEN), NO SAUCE"
DRDIFDCD,27313110,BEEF CHOW MEIN OR CHOP SUEY W/ NOODLES
DRDIFDCD,27313150,"BEEF, NOODLES & VEG (W/ CAR/DK GREEN), SOY SAUCE"
DRDIFDCD,27313210,"BEEF, NOODLES & VEG (W/ CAR/DK GREEN), TOMATO SAUCE"
DRDIFDCD,27313220,"BEEF, NOODLES & VEG (NO CAR/DK GREEN), TOMATO SAUCE"
DRDIFDCD,27313410,"BEEF, NOODLES, & VEG (INCL CAR/DK GRN), GRAVY"
DRDIFDCD,27315010,"BEEF, RICE & VEG (W/ CARROTS/DK GREEN), NO SAUCE"
DRDIFDCD,27315210,"BEEF, RICE & VEG (W/ CAR/DK GREEN), TOMATO SAUCE"
DRDIFDCD,27315220,"BEEF, RICE & VEG (NO CAR/DK GREEN), TOMATO SAUCE"
DRDIFDCD,27315250,STUFFED CABBAGE ROLLS W/ BEEF AND RICE
DRDIFDCD,27315510,"BEEF, RICE & VEG (INCL CAR/DK GRN), SOY-BASED SAUCE"
DRDIFDCD,27315520,"BEEF, RICE & VEG (NO CAR/DK GRN), SOY-BASED SAUCE"
DRDIFDCD,27317010,BEEF POT PIE (INCLUDE GREEK MEAT PIE)
DRDIFDCD,27320020,HAM POT PIE
DRDIFDCD,27320070,"PORK, NOODLES, VEG (INCL CAR/DK GRN), TOMATO SAUCE"
DRDIFDCD,27320310,PORK CHOW MEIN OR CHOP SUEY W/ NOODLES
DRDIFDCD,27330030,"LAMB STEW W/ POT & VEG (INCL CAR/DK GREEN), GRAVY"
DRDIFDCD,27330110,"LAMB STEW W/ POT & VEG (NO CAR/DK GREEN), GRAVY"
DRDIFDCD,27330210,"LAMB STEW W/ POT & VEG (INCL CAR/DK GRN), TOM SAUCE"
DRDIFDCD,27336100,"VENISON/DEER STEW W/ POTATO & VEG(W/ CAR/DK GRN),TOM SCE"
DRDIFDCD,27341010,"CHICKEN, POT & VEG (INCL CAR/DK GRN), NO SAUCE"
DRDIFDCD,27341020,"CHICKEN, POT & VEG (NO CAR/DK GRN), NO SAUCE"
DRDIFDCD,27341310,"CHICKEN STEW W/ POT, VEG (INCL CAR/DK GRN), GRAVY"
DRDIFDCD,27341320,"CHICKEN STEW W/ POT & VEG (NO CAR/DK GRN), GRAVY"
DRDIFDCD,27341510,"CHICKEN STEW W/ POT & VEG(INCL CAR/DK GRN), TOM SCE"
DRDIFDCD,27341520,"CHICKEN STEW W/ POT & VEG(NO CAR/DK GRN), TOM SAUCE"
DRDIFDCD,27343010,"CHICKEN, NOODLES & VEG (INCL CAR/DK GRN), NO SAUCE"
DRDIFDCD,27343020,"CHICKEN, NOODLES & VEG (NO CAR/DK GRN), NO SAUCE"
DRDIFDCD,27343480,"CHICKEN, NOODLES, VEG (NO CAR/DK GRN), CREAM SAUCE"
DRDIFDCD,27343910,CHICKEN CHOW MEIN/CHOP SUEY W/ NOODLES
DRDIFDCD,27343950,"CHICKEN, NOODLES & VEG(INCL CAR/DK GRN), CHEESE SCE"
DRDIFDCD,27343960,"CHICKEN, NOODLES & VEG(NO CAR/DK GRN), CHEESE SAUCE"
DRDIFDCD,27343980,"CHICKEN, NOODLES, VEG (NO CAR/DK GRN), CREAM SAUCE"
DRDIFDCD,27345010,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), NO SAUCE"
DRDIFDCD,27345210,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), GRAVY"
DRDIFDCD,27345220,"CHICKEN, RICE & VEG (NO CAR/DK GRN), GRAVY"
DRDIFDCD,27345310,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), SOY SAUCE"
DRDIFDCD,27345320,"CHICKEN, RICE & VEG (NO CAR/DK GRN), SOY SAUCE"
DRDIFDCD,27345410,"CHICKEN, RICE & VEG(INCL CAR/DK GRN),SOUP-BASED SCE"
DRDIFDCD,27345440,"CHICKEN, RICE & VEG (INCL CAR/DK GRN), CHEESE SAUCE"
DRDIFDCD,27347100,CHICKEN OR TURKEY POT PIE
DRDIFDCD,27347240,"CHICKEN, DUMPLINGS, VEG (INCL CAR/DK GRN), GRAVY"
DRDIFDCD,27347250,"CHICKEN, DUMPLINGS, VEG (NO CAR/DK GRN), GRAVY"
DRDIFDCD,27350020,PAELLA WITH SEAFOOD
DRDIFDCD,27350050,SHRIMP CHOW MEIN OR CHOP SUEY W/ NOODLES
DRDIFDCD,27350060,SHRIMP CREOLE W/ RICE (INCLUDE SHRIMP JAMBALAYA)
DRDIFDCD,27350070,TUNA POT PIE
DRDIFDCD,27350080,"TUNA NOODLE CASSEROLE W/ VEG, CREAM OR WHITE SAUCE"
DRDIFDCD,27350110,BOUILLABAISSE
DRDIFDCD,27350410,TUNA NOODLE CASSEROLE W/ VEG & (MUSHROOM) SOUP
DRDIFDCD,27351010,"CODFISH W/ STARCHY VEG, P.R. (SERENATA DE BACALAO)"
DRDIFDCD,27360100,BRUNSWICK STEW
DRDIFDCD,27360120,"CHOW MEIN/CHOP SUEY,VARIOUS MEATS, W/ NOODLES"
DRDIFDCD,27363000,GUMBO W/ RICE (NEW ORLEANS TYPE)
DRDIFDCD,27363100,JAMBALAYA W/ MEAT & RICE
DRDIFDCD,27410210,"BEEF & VEG (W/ CAR/DK GREEN, NO POTATO), NO SAUCE"
DRDIFDCD,27410220,"BEEF & VEG (NO CAR/DK GREEN, NO POTATO), NO SAUCE"
DRDIFDCD,27411100,"BEEF & VEG(W/ CAR/DK GREEN, NO POTATO), TOMATO SCE"
DRDIFDCD,27411120,SWISS STEAK
DRDIFDCD,27411150,"BEEF ROLL,STUFFED W/VEG/MEAT MIXTURE,TOM-BASE SAUCE"
DRDIFDCD,27411200,"BEEF W/ VEG (NO CAR/DK GREEN, NO POTATO),TOMATO SCE"
DRDIFDCD,27415100,"BEEF & VEG (W/ CAR/DK GREEN, NO POTATO), SOY SAUCE"
DRDIFDCD,27415150,"BEEF, CHOW MEIN OR CHOP SUEY, NO NOODLES"
DRDIFDCD,27416150,PEPPER STEAK
DRDIFDCD,27416300,"BEEF TACO FILLING: BEEF, CHEESE, TOMATO, TACO SAUCE"
DRDIFDCD,27416450,"BEEF & VEG (INCL CAR/DK GRN, NO POTATOES), GRAVY"
DRDIFDCD,27418110,SEASONED SHREDDED SOUP MEAT
DRDIFDCD,27418210,"BEEF STEW, P.R. (CARNE A LA JUDIA)"
DRDIFDCD,27418310,"CORNED BEEF W/ TOMATO SAUCE & ONION, P.R. STYLE"
DRDIFDCD,27418410,"BEEF STEAK W/ ONIONS, P.R. (BIFTEC ENCEBOLLADO)"
DRDIFDCD,27420020,HAM OR PORK SALAD
DRDIFDCD,27420060,"PORK & VEG (W/ CAR/DK GREEN, NO POTATO), NO SAUCE"
DRDIFDCD,27420080,GREENS W/ HAM OR PORK (MIXTURE)
DRDIFDCD,27420160,"MOO SHU (MU SHI) PORK, W/O PANCAKE"
DRDIFDCD,27420350,"PORK & VEG (NO CAR/DK GREEN, NO POTATO), NO SAUCE"
DRDIFDCD,27420390,"PORK CHOW MEIN OR CHOP SUEY, NO NOODLES"
DRDIFDCD,27420460,"SAUSAGE & VEG (NO CAR/DK GRN/POT), TOMATO SAUCE"
DRDIFDCD,27420470,"SAUSAGE & PEPPERS, NO SAUCE"
DRDIFDCD,27420500,"PORK & VEG (INCL CAR/DK GRN), SOY-BASED SAUCE"
DRDIFDCD,27420510,"PORK & VEG (NO CAR/DK GRN), SOY-BASED SAUCE"
DRDIFDCD,27440110,"CHICK/TURK & VEG (W/ CAR/DK GRN, NO POT), NO SAUCE"
DRDIFDCD,27440120,"CHICK/TURK & VEG (NO CAR/DK GRN, NO POT), NO SAUCE"
DRDIFDCD,27442110,"CHICKEN/TURKEY & VEG (W/ CAR/DK GREEN,NO POT),GRAVY"
DRDIFDCD,27442120,"CHICKEN/TURKEY & VEG(NO CAR/DK GREEN,NO POT), GRAVY"
DRDIFDCD,27443110,"CHICKEN A LA KING W/VEG(INCL CAR/DK GRN),WHITE SCE"
DRDIFDCD,27443120,"CHICKEN A LA KING W/ VEG(NO CAR/DK GRN),WHITE SAUCE"
DRDIFDCD,27443150,CHICKEN DIVAN
DRDIFDCD,27445110,"CHICKEN & VEG (INCL CAR/DK GRN, NO POT), SOY SAUCE"
DRDIFDCD,27445120,"CHICKEN & VEG (NO CAR/DK GRN, NO POT), SOY SAUCE"
DRDIFDCD,27445150,GENERAL TSO CHICKEN
DRDIFDCD,27445180,MOO GOO GAI PAN
DRDIFDCD,27445220,KUNG PAO CHICKEN
DRDIFDCD,27445250,ALMOND CHICKEN
DRDIFDCD,27446100,"CHICKEN CHOW MEIN/CHOP SUEY, NO NOODLES"
DRDIFDCD,27446200,CHICKEN OR TURKEY SALAD
DRDIFDCD,27446220,CHICKEN SALAD W/ EGG
DRDIFDCD,27446300,"CHICKEN GARDEN SALAD W/ TOMATO/CARROT, NO DRESSING"
DRDIFDCD,27446310,"CHICKEN GARDEN SALAD W/VEG, NO CAR/TOM, NO DRESSING"
DRDIFDCD,27446400,"CHICKEN & VEG (INCL CAR/DK GRN)(NO POT), CHEESE SCE"
DRDIFDCD,27450010,CRAB SALAD
DRDIFDCD,27450020,LOBSTER SALAD
DRDIFDCD,27450030,SALMON SALAD
DRDIFDCD,27450040,"SHRIMP CHOW MEIN OR CHOP SUEY, NO NOODLES"
DRDIFDCD,27450060,TUNA SALAD
DRDIFDCD,27450070,SHRIMP SALAD
DRDIFDCD,27450080,SEAFOOD SALAD
DRDIFDCD,27450100,TUNA SALAD W/ EGG
DRDIFDCD,27450130,CRAB SALAD MADE W/ IMITATION CRAB
DRDIFDCD,27450410,"SHRIMP & VEG (W/ CAR/DK GREEN, NO POT), SOY SAUCE"
DRDIFDCD,27450420,"SHRIMP & VEG (NO CARROT/DK GREEN, NO POT),SOY SAUCE"
DRDIFDCD,27450450,"SHRIMP CREOLE, NO RICE"
DRDIFDCD,27450510,"TUNA CASSEROLE W/ VEG & SOUP, NO NOODLES"
DRDIFDCD,27450710,"FISH & VEG (NO CAR/DK GRN, NO POT), TOMATO SAUCE"
DRDIFDCD,27450740,"FISH & VEGETABLES (W/ CAR/DK GRN), SOY-BASED SAUCE"
DRDIFDCD,27460490,"JULIENNE SALAD (MEAT, CHEESE, EGG, VEG) NO DRESSING"
DRDIFDCD,27460750,"LIVER, BEEF OR CALVES, & ONIONS"
DRDIFDCD,27462000,"STEWED CHITTERLINGS, P.R. (CUAJO GUISADO)"
DRDIFDCD,27464000,"GUMBO, NO RICE (NEW ORLEANS TYPE W/MEAT, TOM, OKRA)"
DRDIFDCD,27500050,"SANDWICH, NFS"
DRDIFDCD,27510110,"BEEF BARBECUE OR SLOPPY JOE, ON BUN"
DRDIFDCD,27510210,"CHEESEBURGER, PLAIN, ON BUN"
DRDIFDCD,27510220,"CHEESEBURGER, W/ MAYO, ON BUN"
DRDIFDCD,27510230,"CHEESEBURGER, W/ MAYO & TOMATO, ON BUN"
DRDIFDCD,27510240,"CHEESEBURGER, 1/4 LB MEAT, PLAIN, ON BUN"
DRDIFDCD,27510250,"CHEESEBURGER, 1/4 LB MEAT, W/ MAYO, ON BUN"
DRDIFDCD,27510270,"DOUBLE CHEESEBURGER, PLAIN, ON BUN"
DRDIFDCD,27510280,"DOUBLE CHEESEBURGER, W/ MAYO, ON BUN"
DRDIFDCD,27510300,"DOUBLE CHEESEBURGER, W/MAYO, ON DOUBLE-DECKER BUN"
DRDIFDCD,27510310,"CHEESEBURGER W/ TOMATO & OR CATSUP, ON BUN"
DRDIFDCD,27510311,"CHEESEBURGER, 1 OZ MEAT, PLAIN, ON MINI BUN"
DRDIFDCD,27510320,"CHEESEBURGER, 1/4 LB MEAT,W/ TOMATO/CATSUP, BUN"
DRDIFDCD,27510330,"DOUBLE CHEESEBURGER W/TOMATO & OR CATSUP, ON BUN"
DRDIFDCD,27510340,"DOUBLE CHEESEBURGER, W/ MAYO & TOMATO, ON BUN"
DRDIFDCD,27510350,"CHEESEBURGER, 1/4 LB MEAT, W/ MAYO & TOMATO, ON BUN"
DRDIFDCD,27510360,"CHEESEBURGER W/ MAYO, TOMATO & BACON, ON BUN"
DRDIFDCD,27510370,"DOUBLE CHEESEBURGER W/ MAYONNAISE, ON BUN"
DRDIFDCD,27510380,"TRIPLE CHEESEBURGER W/ MAYO, TOMATO, ON BUN"
DRDIFDCD,27510390,"DOUBLE BACON CHEESEBURGER, ON BUN"
DRDIFDCD,27510400,"BACON CHEESEBURGER, 1/4 LB MEAT, W/ TOMATO, ON BUN"
DRDIFDCD,27510430,"DOUBLE BACON CHEESEBURGER, W/ MAYO, TOMATO, ON BUN"
DRDIFDCD,27510500,"HAMBURGER, PLAIN, ON BUN"
DRDIFDCD,27510510,"HAMBURGER, W/ TOMATO & OR CATSUP, ON BUN"
DRDIFDCD,27510520,"HAMBURGER, W/ MAYO & TOMATO, ON BUN"
DRDIFDCD,27510530,"HAMBURGER, 1/4 LB MEAT, PLAIN, ON BUN"
DRDIFDCD,27510540,"DOUBLE HAMBURGER W/TOMATO & OR CATSUP, ON BUN"
DRDIFDCD,27510560,"HAMBURGER, 1/4 LB MEAT W/ MAYO & TOMATO, ON BUN"
DRDIFDCD,27510600,"HAMBURGER, 1 OZ MEAT,PLAIN, ON MINIATURE BUN"
DRDIFDCD,27510620,"HAMBURGER, 1/4 LB MEAT, W/ TOMATO & OR CATSUP, BUN"
DRDIFDCD,27510660,"DOUBLE HAMBURGER, W/ MAYO, ON BUN"
DRDIFDCD,27510670,"DOUBLE HAMBURGER, W/ MAYO & TOMATO, ON BUN"
DRDIFDCD,27510680,"DOUBLE HAMBURGER (1/2 LB MEAT), W/ TOM/CATSUP, BUN"
DRDIFDCD,27510690,"DOUBLE HAMBURGER,1/2 LB MEAT,W/MAYO&TOM/CATSUP,BUN"
DRDIFDCD,27513010,ROAST BEEF SANDWICH
DRDIFDCD,27513040,"ROAST BEEF SUB, ROLL,LETTUCE,TOM & SPREA"
DRDIFDCD,27513050,ROAST BEEF SANDWICH W/ CHEESE
DRDIFDCD,27513060,ROAST BEEF SANDWICH W/ BACON & CHEESE SAUCE
DRDIFDCD,27515010,"STEAK SANDWICH, PLAIN, ON ROLL"
DRDIFDCD,27520120,"BACON & CHEESE SANDWICH, W/ SPREAD"
DRDIFDCD,27520130,"BACON, CHICK, & TOM CLUB SANDWICH W/ LETTUCE+SPREAD"
DRDIFDCD,27520150,"BACON, LETTUCE, & TOMATO SANDWICH W/ SPREAD"
DRDIFDCD,27520300,HAM SANDWICH W/ SPREAD
DRDIFDCD,27520320,"HAM & CHEESE SANDWICH, W/ LETTUCE & SPREAD"
DRDIFDCD,27520350,"HAM & CHEESE SANDWICH W/ SPREAD, GRILLED"
DRDIFDCD,27520360,HAM & CHEESE SANDWICH ON BUN W/ LETTUCE & SPREAD
DRDIFDCD,27520500,"PORK, BBQ SAUCE, ONIONS & DILL PICKLES ON WHITE ROLL"
DRDIFDCD,27540110,"CHICKEN SANDWICH, W/ SPREAD"
DRDIFDCD,27540140,"CHICKEN FILLET (BREADED, FRIED) SANDWICH"
DRDIFDCD,27540150,"CHICKEN FILLET(BR FRIED) SAND W/ LET, TOM & SPREAD"
DRDIFDCD,27540170,"CHICKEN PATTY SANDWICH, MINI, W/ SPREAD"
DRDIFDCD,27540180,CHICKEN PATTY SANDWICH ON BISCUIT
DRDIFDCD,27540190,CHICKEN PATTY SANDWICH W/ LETTUCE & SPREAD
DRDIFDCD,27540230,"CHICKEN PATTY SAND W/ CHEES,WHEAT BUN,LET,TOM, SPRE"
DRDIFDCD,27540240,"CHICKEN FILLET,(BROIL) SAND W/ LET, TOM, & SPREAD"
DRDIFDCD,27540250,"CHICK FILLET,BROIL,SANDWICH,W/CHEESE,WW ROLL"
DRDIFDCD,27540260,"CHICK FILLET, BROILED,SANDWICH,ON OAT BRAN BUN(LTS)"
DRDIFDCD,27540270,"CHICKEN FILLET,SANDWICH,W/LETT,TOM,&NON-MAYO SPREAD"
DRDIFDCD,27540280,"CHICKEN FILLET,BROILED,SANDWICH,W/CHEESE,ON BUN"
DRDIFDCD,27550000,"FISH SANDWICH, ON BUN, W/ SPREAD"
DRDIFDCD,27550100,"FISH SANDWICH, ON BUN, W/ CHEESE AND SPREAD"
DRDIFDCD,27550720,TUNA SALAD SANDWICH
DRDIFDCD,27560300,CORN DOG (FRANKFURTER/HOT DOG W/ CORNBREAD COATING)
DRDIFDCD,27560350,PIG IN A BLANKET (FRANKFURTER OR HOT DOG  WRAPPED IN DOUGH)
